id,ibu
6000,72.38507055075092
6001,72.1234367307692
6002,71.42085145295631
6003,81.04285714285714
6004,72.5880832476869
6005,72.1234367307692
6006,72.18488052914404
6007,72.27639038866457
6008,72.21672525494814
6009,75.75069994034561
6010,73.75521444201266
6011,73.31664251019949
6012,71.26298700771332
6013,72.11952170465723
6014,74.44596910279222
6015,74.31799919903821
6016,72.11952170465723
6017,72.21672525494814
6018,73.11583432682367
6019,71.73124817518202
6020,70.60009253731266
6021,74.59163829787137
6022,72.4793474968438
6023,73.78479421928989
6024,75.13057503320017
6025,75.68102475737678
6026,74.42366259216074
6027,72.21672525494814
6028,72.4793474968438
6029,70.93515335108694
6030,38.480317959468884
6031,72.11952170465723
6032,72.18488052914404
6033,73.10843636755769
6034,72.27639038866457
6035,77.65424292845279
6036,70.93515335108694
6037,71.99545848375449
6038,72.39566188040855
6039,74.42366259216074
6040,68.79165019849964
6041,74.73365807243673
6042,71.73124817518202
6043,74.17026620586537
6044,71.73124817518202
6045,73.3402698724239
6046,72.1234367307692
6047,74.31799919903821
6048,72.4793474968438
6049,72.1234367307692
6050,72.1234367307692
6051,62.45792181947398
6052,74.7997857414444
6053,73.23558944341676
6054,70.60009253731266
6055,72.4793474968438
6056,74.59163829787137
6057,71.99545848375449
6058,72.57716939019443
6059,72.21672525494814
6060,74.15113384433874
6061,72.4793474968438
6062,75.43452760617708
6063,74.51062946783065
6064,70.60009253731266
6065,72.1234367307692
6066,74.42366259216074
6067,73.3402698724239
6068,74.42366259216074
6069,69.06393712186602
6070,73.46095390141616
6071,72.4793474968438
6072,74.29051205319989
6073,71.73124817518202
6074,72.4793474968438
6075,74.81256492072968
6076,72.39566188040855
6077,72.1234367307692
6078,74.44596910279222
6079,74.15113384433874
6080,74.44596910279222
6081,73.23558944341676
6082,74.15113384433874
6083,51.51851851851852
6084,70.93515335108694
6085,70.19127966271763
6086,73.92683520674419
6087,76.73920193401516
6088,70.57965221238958
6089,72.4793474968438
6090,68.33824493431273
6091,71.42085145295631
6092,73.34514325177562
6093,73.3402698724239
6094,76.93882368107846
6095,73.23558944341676
6096,71.89294298056082
6097,71.51799839195881
6098,75.26913798303434
6099,71.26298700771332
6100,72.18488052914404
6101,68.86674948958702
6102,74.2144486308414
6103,72.1234367307692
6104,72.4793474968438
6105,72.1234367307692
6106,73.92683520674419
6107,71.42085145295631
6108,74.44596910279222
6109,71.5880874329155
6110,70.81195366631148
6111,72.19565217391305
6112,73.75521444201266
6113,64.14732981762268
6114,77.31417346549695
6115,76.04629208604601
6116,75.08887791148997
6117,71.26298700771332
6118,73.3402698724239
6119,71.73124817518202
6120,72.57716939019443
6121,74.29051205319989
6122,72.38507055075092
6123,71.63550716221383
6124,72.54099230917059
6125,72.21672525494814
6126,72.5880832476869
6127,77.2816196933958
6128,72.21672525494814
6129,70.93515335108694
6130,73.61399037328054
6131,72.72132664640259
6132,74.73365807243673
6133,79.14535315985131
6134,71.73124817518202
6135,67.38553869591645
6136,72.27639038866457
6137,71.26298700771332
6138,71.82585697538045
6139,69.13066943824701
6140,72.54099230917059
6141,74.17026620586537
6142,71.99545848375449
6143,73.11583432682367
6144,72.4793474968438
6145,74.44596910279222
6146,72.21672525494814
6147,72.54099230917059
6148,74.81256492072968
6149,74.29051205319989
6150,72.39566188040855
6151,72.21672525494814
6152,74.7997857414444
6153,72.27639038866457
6154,71.5880874329155
6155,72.72132664640259
6156,71.82585697538045
6157,70.60009253731266
6158,72.11952170465723
6159,74.73365807243673
6160,72.21672525494814
6161,70.19127966271763
6162,72.72132664640259
6163,75.26913798303434
6164,72.4793474968438
6165,74.81256492072968
6166,72.27639038866457
6167,72.21672525494814
6168,70.81195366631148
6169,72.5880832476869
6170,72.7388347360362
6171,74.29051205319989
6172,72.7388347360362
6173,72.11952170465723
6174,72.1234367307692
6175,72.1234367307692
6176,71.89294298056082
6177,73.27904358353514
6178,73.59001201923063
6179,72.39566188040855
6180,72.57716939019443
6181,74.15113384433874
6182,73.46095390141616
6183,72.4793474968438
6184,75.26913798303434
6185,75.1998217692163
6186,72.27639038866457
6187,74.15113384433874
6188,73.27904358353514
6189,71.82585697538045
6190,72.7388347360362
6191,71.63550716221383
6192,71.99545848375449
6193,72.5880832476869
6194,64.14732981762268
6195,72.7388347360362
6196,70.60143236616251
6197,72.1234367307692
6198,69.11942628336665
6199,71.42085145295631
6200,71.82585697538045
6201,74.51062946783065
6202,72.18488052914404
6203,72.11952170465723
6204,72.4793474968438
6205,72.21672525494814
6206,74.51062946783065
6207,75.07236764395662
6208,71.82585697538045
6209,68.86674948958702
6210,74.29051205319989
6211,73.34514325177562
6212,74.2144486308414
6213,72.57716939019443
6214,71.51799839195881
6215,74.29051205319989
6216,70.57965221238958
6217,73.44866284622756
6218,71.5880874329155
6219,74.81575775307198
6220,72.21672525494814
6221,72.1234367307692
6222,71.42085145295631
6223,72.39566188040855
6224,74.42366259216074
6225,74.44596910279222
6226,71.42085145295631
6227,71.26298700771332
6228,72.27639038866457
6229,70.60143236616251
6230,73.92683520674419
6231,74.2144486308414
6232,73.44866284622756
6233,73.92683520674419
6234,73.3402698724239
6235,71.89294298056082
6236,75.52899791863742
6237,71.26298700771332
6238,72.18488052914404
6239,74.81256492072968
6240,71.26298700771332
6241,71.79405788032794
6242,72.7388347360362
6243,70.79426229508194
6244,69.13066943824701
6245,71.73124817518202
6246,72.39566188040855
6247,71.26298700771332
6248,73.44866284622756
6249,70.57965221238958
6250,74.51062946783065
6251,72.54099230917059
6252,71.51799839195881
6253,74.51062946783065
6254,75.38168533899831
6255,73.11583432682367
6256,73.34514325177562
6257,71.89294298056082
6258,71.26298700771332
6259,74.81256492072968
6260,76.02590943622468
6261,72.05098770851575
6262,75.68102475737678
6263,72.18488052914404
6264,71.86632952565256
6265,71.51799839195881
6266,71.86632952565256
6267,72.57716939019443
6268,71.82585697538045
6269,74.15113384433874
6270,73.10525050824438
6271,75.68102475737678
6272,72.05098770851575
6273,75.07236764395662
6274,71.73124817518202
6275,74.59163829787137
6276,86.31055196850305
6277,73.92683520674419
6278,72.57716939019443
6279,73.59001201923063
6280,71.51799839195881
6281,71.51799839195881
6282,71.73124817518202
6283,72.72132664640259
6284,72.54099230917059
6285,70.57965221238958
6286,69.13066943824701
6287,73.59001201923063
6288,59.48622889694474
6289,70.81195366631148
6290,74.2144486308414
6291,70.93515335108694
6292,72.21672525494814
6293,75.26913798303434
6294,71.63550716221383
6295,86.5
6296,73.92683520674419
6297,76.789750852595
